Date,Adj Close,Close,High,Low,Open,Volume
2024-03-11,1524.7503662109375,1638.6500244140625,1659.800048828125,1632.050048828125,1655.0,2970902
2024-03-12,1521.912353515625,1635.5999755859375,1665.0,1633.050048828125,1635.9000244140625,2414182
2024-03-13,1518.0972900390625,1631.5,1651.25,1610.3499755859375,1638.75,2564135
2024-03-14,1562.5283203125,1679.25,1683.0,1610.0,1634.0,3513306
2024-03-15,1532.7991943359375,1647.300048828125,1677.0,1642.8499755859375,1677.0,3931561
2024-03-18,1529.17041015625,1643.4000244140625,1663.300048828125,1634.25,1649.9000244140625,1183544
2024-03-19,1487.99609375,1599.1500244140625,1641.550048828125,1594.0999755859375,1641.550048828125,1915379
2024-03-20,1476.7835693359375,1587.0999755859375,1619.0999755859375,1578.0999755859375,1604.75,1815178
2024-03-21,1484.87890625,1595.800048828125,1619.949951171875,1583.3499755859375,1608.0,2684744
2024-03-22,1449.566650390625,1557.8499755859375,1571.449951171875,1508.199951171875,1560.0,7468824
2024-03-26,1453.660888671875,1562.25,1592.550048828125,1555.550048828125,1562.25,4496344
2024-03-27,1438.7264404296875,1546.199951171875,1576.8499755859375,1540.0,1569.0,2589697
2024-03-28,1436.2607421875,1543.550048828125,1561.050048828125,1531.0,1549.0,5301493
2024-04-01,1448.49658203125,1556.699951171875,1569.0,1548.0,1549.0,1014857
2024-04-02,1422.0706787109375,1528.300048828125,1565.0,1525.0999755859375,1559.0,2031775
2024-04-03,1429.0958251953125,1535.8499755859375,1558.449951171875,1518.0,1525.3499755859375,3343884
2024-04-04,1432.6314697265625,1539.6500244140625,1552.5,1518.699951171875,1540.800048828125,3388449
2024-04-05,1437.8424072265625,1545.25,1547.699951171875,1523.800048828125,1542.449951171875,2773570
2024-04-08,1433.0040283203125,1540.050048828125,1554.0,1537.6500244140625,1554.0,1820136
2024-04-09,1433.4227294921875,1540.5,1561.800048828125,1534.550048828125,1540.0,2432095
2024-04-10,1432.16650390625,1539.1500244140625,1552.1500244140625,1536.199951171875,1541.050048828125,1829986
2024-04-12,1415.7435302734375,1521.5,1542.949951171875,1516.199951171875,1537.0,4319991
2024-04-15,1400.4366455078125,1505.050048828125,1530.5,1494.0,1507.0999755859375,3295684
2024-04-16,1374.61572265625,1477.300048828125,1501.5999755859375,1467.300048828125,1486.3499755859375,2446933
2024-04-18,1364.8919677734375,1466.8499755859375,1480.9000244140625,1452.0999755859375,1477.050048828125,5180223
2024-04-19,1346.886962890625,1447.5,1455.5,1435.0,1442.0,5219506
2024-04-22,1364.0079345703125,1465.9000244140625,1473.300048828125,1450.5,1452.199951171875,1939632
2024-04-23,1383.3155517578125,1486.6500244140625,1501.449951171875,1471.0999755859375,1474.9000244140625,2783858
2024-04-24,1376.4300537109375,1479.25,1496.949951171875,1476.300048828125,1490.0,1321471
2024-04-25,1399.59912109375,1504.1500244140625,1515.050048828125,1479.949951171875,1479.949951171875,4558032
2024-04-26,1371.405517578125,1473.8499755859375,1531.449951171875,1464.949951171875,1516.8499755859375,4328477
2024-04-29,1290.96435546875,1387.4000244140625,1436.0,1381.0,1415.0,11493223
2024-04-30,1271.6099853515625,1366.5999755859375,1397.9000244140625,1362.449951171875,1376.4000244140625,7606726
2024-05-02,1266.1202392578125,1360.699951171875,1377.9000244140625,1358.0,1358.0,6555505
2024-05-03,1254.3494873046875,1348.050048828125,1370.0,1333.550048828125,1370.0,5964228
2024-05-06,1264.352294921875,1358.800048828125,1365.0,1348.5,1358.0,2504082
2024-05-07,1255.063720703125,1330.949951171875,1348.9000244140625,1326.1500244140625,1347.949951171875,5096525
2024-05-08,1238.750244140625,1313.6500244140625,1334.0,1307.300048828125,1330.949951171875,6832455
2024-05-09,1244.785400390625,1320.050048828125,1339.0,1314.5,1315.0,5653762
2024-05-10,1241.15478515625,1316.199951171875,1322.9000244140625,1303.5999755859375,1320.0999755859375,3357203
2024-05-13,1238.0428466796875,1312.9000244140625,1321.9000244140625,1301.6500244140625,1316.199951171875,2316566
2024-05-14,1245.728271484375,1321.050048828125,1326.949951171875,1308.699951171875,1322.0,3200462
2024-05-15,1256.9027099609375,1332.9000244140625,1340.300048828125,1318.25,1319.25,2975965
2024-05-16,1271.283203125,1348.1500244140625,1357.800048828125,1328.5,1345.0,5055915
2024-05-17,1257.1854248046875,1333.199951171875,1351.0,1330.199951171875,1351.0,2487831
2024-05-21,1265.3896484375,1341.9000244140625,1349.8499755859375,1314.0,1314.0,4966721
2024-05-22,1266.4739990234375,1343.050048828125,1352.9000244140625,1340.0,1348.949951171875,2390777
2024-05-23,1276.3753662109375,1353.550048828125,1358.449951171875,1338.0,1346.6500244140625,3326149
2024-05-24,1268.5013427734375,1345.199951171875,1360.0,1340.8499755859375,1360.0,1769966
2024-05-27,1276.1395263671875,1353.300048828125,1359.5999755859375,1338.0,1351.0,1942325
2024-05-28,1280.9488525390625,1358.4000244140625,1363.300048828125,1345.5999755859375,1357.8499755859375,2147233
2024-05-29,1275.9510498046875,1353.0999755859375,1366.5999755859375,1346.949951171875,1366.0,3845920
2024-05-30,1255.91259765625,1331.8499755859375,1351.550048828125,1325.0999755859375,1346.0,4150461
2024-05-31,1248.6043701171875,1324.0999755859375,1340.9000244140625,1315.75,1331.8499755859375,10319045
2024-06-03,1239.504638671875,1314.449951171875,1354.75,1309.8499755859375,1350.550048828125,5384064
2024-06-04,1229.22607421875,1303.550048828125,1325.0,1235.0,1325.0,5447244
2024-06-05,1267.0867919921875,1343.699951171875,1356.9000244140625,1316.0999755859375,1320.0,3005139
2024-06-06,1317.8194580078125,1397.5,1399.800048828125,1350.9000244140625,1354.0,5936709
2024-06-07,1349.8807373046875,1431.5,1438.6500244140625,1398.0,1407.0,5884025
2024-06-10,1337.857666015625,1418.75,1442.0,1397.5,1440.0,3293739
2024-06-11,1347.3349609375,1428.800048828125,1437.949951171875,1415.4000244140625,1425.0,2269082
2024-06-12,1356.717529296875,1438.75,1472.0,1434.5,1472.0,5990861
2024-06-13,1361.8094482421875,1444.1500244140625,1457.699951171875,1437.0999755859375,1447.75,4232861
2024-06-14,1349.4564208984375,1431.050048828125,1446.0,1424.4000244140625,1444.1500244140625,3065114
2024-06-18,1355.2557373046875,1437.199951171875,1439.75,1427.050048828125,1431.050048828125,2223029
2024-06-19,1363.4127197265625,1445.8499755859375,1451.9000244140625,1430.300048828125,1440.050048828125,3117522
2024-06-20,1361.1494140625,1443.449951171875,1448.949951171875,1429.550048828125,1448.949951171875,3163919
2024-06-21,1365.298583984375,1447.8499755859375,1481.949951171875,1439.199951171875,1462.0,6489262
2024-06-24,1358.6978759765625,1440.8499755859375,1443.949951171875,1426.5999755859375,1437.8499755859375,1988692
2024-06-25,1365.392822265625,1447.949951171875,1450.0999755859375,1426.449951171875,1440.949951171875,2079037
2024-06-26,1361.3851318359375,1443.699951171875,1453.300048828125,1438.199951171875,1447.949951171875,1917424
2024-06-27,1371.94677734375,1454.9000244140625,1460.550048828125,1423.5,1435.0,6613193
2024-06-28,1376.3785400390625,1459.5999755859375,1468.699951171875,1442.0,1468.0,4943575
2024-07-01,1385.101318359375,1468.8499755859375,1478.5999755859375,1455.0,1465.0,3723295
2024-07-02,1396.3699951171875,1480.800048828125,1492.449951171875,1473.0,1475.0,3811366
2024-07-03,1396.55859375,1481.0,1489.0,1471.199951171875,1489.0,2070876
2024-07-04,1435.5509033203125,1522.3499755859375,1534.550048828125,1485.0,1485.0,6822557
2024-07-05,1432.7691650390625,1519.4000244140625,1529.25,1505.550048828125,1523.0,3061687
2024-07-08,1445.970947265625,1533.4000244140625,1540.0,1506.199951171875,1528.0,2939620
2024-07-09,1443.802001953125,1531.0999755859375,1546.300048828125,1525.0,1533.4000244140625,2658608
2024-07-10,1423.85791015625,1509.949951171875,1532.5999755859375,1487.8499755859375,1531.0999755859375,3507096
2024-07-11,1425.69677734375,1511.9000244140625,1534.0,1508.050048828125,1515.0,3304053
2024-07-12,1471.2427978515625,1560.199951171875,1566.0,1510.5,1530.0,6430647
2024-07-15,1480.10693359375,1569.5999755859375,1636.4000244140625,1567.4000244140625,1580.0,10337489
2024-07-16,1480.0599365234375,1569.550048828125,1583.0,1555.0,1565.0,3540650
2024-07-18,1503.63427734375,1594.550048828125,1599.25,1557.0,1558.050048828125,4399468
2024-07-19,1503.63427734375,1594.550048828125,1616.449951171875,1588.5999755859375,1610.5,5633838
2024-07-22,1487.17919921875,1577.0999755859375,1594.5,1570.9000244140625,1588.5999755859375,2704495
2024-07-23,1518.7738037109375,1598.3499755859375,1600.800048828125,1551.0999755859375,1574.0,2907674
2024-07-24,1504.8531494140625,1583.699951171875,1598.0,1576.8499755859375,1594.0,2484299
2024-07-25,1508.5589599609375,1587.5999755859375,1594.0,1562.8499755859375,1570.0,2934731
2024-07-26,1553.9317626953125,1635.3499755859375,1640.0,1594.0,1602.800048828125,2814159
2024-07-29,1551.0810546875,1632.3499755859375,1645.0,1620.0,1640.199951171875,1639491
2024-07-30,1549.0855712890625,1630.25,1633.0,1618.0,1629.0,1783877
2024-07-31,1560.82080078125,1642.5999755859375,1645.0,1619.199951171875,1621.0,1984986
2024-08-01,1558.8729248046875,1640.550048828125,1655.5,1636.0999755859375,1640.050048828125,1785188
2024-08-02,1529.1787109375,1609.300048828125,1639.0,1601.1500244140625,1620.050048828125,1692851
2024-08-05,1484.613525390625,1562.4000244140625,1595.699951171875,1537.0,1575.0,3279717
2024-08-06,1503.9505615234375,1582.75,1605.0,1563.0,1563.0,2138704
2024-08-07,1515.21044921875,1594.5999755859375,1615.0,1590.0,1605.0,1897787
2024-08-08,1480.290283203125,1557.8499755859375,1602.0,1554.550048828125,1597.0,2373805
2024-08-09,1510.7919921875,1589.949951171875,1602.0,1575.8499755859375,1584.9000244140625,2021762
2024-08-12,1506.3260498046875,1585.25,1600.5,1573.8499755859375,1590.0,1273739
2024-08-13,1513.357666015625,1592.6500244140625,1608.4000244140625,1577.6500244140625,1578.0,1973825
2024-08-14,1545.189697265625,1626.1500244140625,1629.75,1598.25,1600.0999755859375,3932148
2024-08-16,1585.1937255859375,1668.25,1674.0,1632.699951171875,1635.0,3101056
2024-08-19,1594.9332275390625,1678.5,1685.0,1659.050048828125,1665.0,1631947
2024-08-20,1602.772705078125,1686.75,1695.050048828125,1669.199951171875,1680.0,2786109
2024-08-21,1593.74560546875,1677.25,1688.8499755859375,1673.75,1686.0,1410370
2024-08-22,1592.7005615234375,1676.1500244140625,1687.0,1673.0,1687.0,1749127
2024-08-23,1578.732177734375,1661.449951171875,1685.949951171875,1657.1500244140625,1676.050048828125,2158185
2024-08-26,1633.8447265625,1719.449951171875,1734.0,1667.0999755859375,1671.0,2672708
2024-08-27,1626.385498046875,1711.5999755859375,1756.8499755859375,1705.0999755859375,1725.8499755859375,3556487
2024-08-28,1633.8447265625,1719.449951171875,1737.75,1693.050048828125,1712.550048828125,2516461
2024-08-29,1664.631591796875,1751.8499755859375,1756.0,1697.25,1714.0,5112407
2024-08-30,1665.9619140625,1753.25,1766.300048828125,1742.199951171875,1751.8499755859375,4792561
2024-09-02,1716.7034912109375,1806.6500244140625,1812.0,1760.0,1764.199951171875,4445349
2024-09-03,1701.3096923828125,1790.449951171875,1817.1500244140625,1787.050048828125,1806.0,2553290
2024-09-04,1696.3687744140625,1785.25,1795.6500244140625,1765.0,1765.0999755859375,2644961
2024-09-05,1701.405029296875,1790.550048828125,1797.699951171875,1767.300048828125,1792.0,2878565
2024-09-06,1668.6700439453125,1756.0999755859375,1795.75,1740.050048828125,1788.0,3351716
2024-09-09,1659.7855224609375,1746.75,1766.300048828125,1741.1500244140625,1758.3499755859375,1418238
2024-09-10,1690.5250244140625,1779.0999755859375,1789.300048828125,1747.1500244140625,1749.449951171875,2307528
2024-09-11,1690.192138671875,1778.75,1796.8499755859375,1773.699951171875,1778.199951171875,2303930
2024-09-12,1717.6060791015625,1807.5999755859375,1814.199951171875,1777.0999755859375,1800.0,3349489
2024-09-13,1722.547119140625,1812.800048828125,1820.0,1795.6500244140625,1805.0,1599349
2024-09-16,1721.644287109375,1811.8499755859375,1824.25,1808.199951171875,1819.0,836199
2024-09-17,1723.44970703125,1813.75,1828.0,1807.199951171875,1811.949951171875,830317
2024-09-18,1669.050048828125,1756.5,1808.0999755859375,1740.0999755859375,1808.0999755859375,2629136
2024-09-19,1650.0457763671875,1736.5,1776.0,1721.5,1776.0,4167373
2024-09-20,1672.4234619140625,1760.050048828125,1766.0999755859375,1721.4000244140625,1748.0,4644317
2024-09-23,1665.5341796875,1752.800048828125,1764.0,1732.5,1764.0,1541597
2024-09-24,1687.19921875,1775.5999755859375,1783.5,1738.3499755859375,1750.0,1907389
2024-09-25,1693.66064453125,1782.4000244140625,1784.050048828125,1755.0,1778.800048828125,2240579
2024-09-26,1695.0384521484375,1783.8499755859375,1808.4000244140625,1778.9000244140625,1782.25,4303250
2024-09-27,1718.3660888671875,1808.4000244140625,1828.550048828125,1796.550048828125,1810.0,4099016
2024-09-30,1706.6785888671875,1796.0999755859375,1820.699951171875,1789.1500244140625,1808.0,2117894
2024-10-01,1726.0628662109375,1816.5,1822.449951171875,1790.0,1790.0,1642542
2024-10-03,1690.00244140625,1778.550048828125,1809.300048828125,1770.0,1778.0,3552386
2024-10-04,1688.1494140625,1776.5999755859375,1807.9000244140625,1767.25,1778.0,2982759
2024-10-07,1688.4818115234375,1776.949951171875,1804.199951171875,1767.9000244140625,1784.949951171875,3419048
2024-10-08,1700.359619140625,1789.449951171875,1794.0,1743.0,1774.0,2353030
2024-10-09,1719.6014404296875,1809.699951171875,1825.0,1790.1500244140625,1793.050048828125,2499596
2024-10-10,1718.603759765625,1808.6500244140625,1839.949951171875,1797.0,1820.0,3753869
2024-10-11,1748.060302734375,1839.6500244140625,1852.800048828125,1800.6500244140625,1804.0,2977110
2024-10-14,1763.50146484375,1855.9000244140625,1865.5,1832.4000244140625,1846.050048828125,1751092
2024-10-15,1776.9942626953125,1870.0999755859375,1882.75,1829.949951171875,1830.0,5696544
2024-10-16,1772.3858642578125,1865.25,1885.0,1854.050048828125,1869.0,2144442
2024-10-17,1774.808837890625,1867.800048828125,1877.050048828125,1851.449951171875,1869.9000244140625,2399099
2024-10-18,1765.2117919921875,1857.699951171875,1873.9000244140625,1843.0,1867.0,2366406
2024-10-21,1751.813720703125,1843.5999755859375,1888.5,1840.0,1875.300048828125,1284980
2024-10-22,1743.3492431640625,1822.75,1852.0,1819.5,1829.800048828125,2089660
2024-10-23,1765.3472900390625,1845.75,1865.0,1793.5,1793.5,2522186
2024-10-24,1764.534423828125,1844.9000244140625,1862.949951171875,1837.699951171875,1845.0,1621637
2024-10-25,1771.6597900390625,1852.3499755859375,1871.550048828125,1840.199951171875,1860.0,4078295
2024-10-28,1790.21484375,1871.75,1876.800048828125,1845.0999755859375,1845.0999755859375,2418907
2024-10-29,1790.21484375,1871.75,1875.9000244140625,1851.199951171875,1871.75,1719955
2024-10-30,1758.7001953125,1838.800048828125,1869.449951171875,1835.300048828125,1861.0,1732047
2024-10-31,1689.1192626953125,1766.050048828125,1843.9000244140625,1756.550048828125,1840.0,3616088
2024-11-01,1680.845947265625,1757.4000244140625,1781.300048828125,1751.0,1777.0,242223
2024-11-04,1686.1541748046875,1762.949951171875,1782.0999755859375,1745.0,1763.0,2843690
2024-11-05,1696.29248046875,1773.550048828125,1783.3499755859375,1761.5,1769.0,1818350
2024-11-06,1758.317626953125,1838.4000244140625,1853.0,1783.0,1791.0999755859375,3477029
2024-11-07,1752.1483154296875,1831.949951171875,1862.550048828125,1814.199951171875,1850.050048828125,2173869
2024-11-08,1757.4566650390625,1837.5,1854.1500244140625,1828.050048828125,1838.949951171875,1521324
2024-11-11,1785.9586181640625,1867.300048828125,1874.0,1834.0,1846.699951171875,1679869
2024-11-12,1791.266845703125,1872.8499755859375,1892.949951171875,1864.449951171875,1891.0,2711052
2024-11-13,1783.5196533203125,1864.75,1879.5999755859375,1859.0999755859375,1866.0,1254074
2024-11-14,1777.9722900390625,1858.949951171875,1897.0,1846.3499755859375,1872.0,2462563
2024-11-18,1755.0654296875,1835.0,1865.050048828125,1815.0,1858.949951171875,2483933
2024-11-19,1741.2449951171875,1820.550048828125,1865.0,1817.300048828125,1837.0,2354204
2024-11-21,1756.3568115234375,1836.3499755859375,1839.550048828125,1820.199951171875,1835.0,1841245
2024-11-22,1815.7037353515625,1898.4000244140625,1902.0,1836.5,1846.3499755859375,2765950
2024-11-25,1809.2955322265625,1891.699951171875,1919.949951171875,1878.5,1919.0,6531524
2024-11-26,1816.8037109375,1899.550048828125,1914.949951171875,1889.1500244140625,1890.0999755859375,2079873
2024-11-27,1808.674072265625,1891.050048828125,1917.0,1887.0999755859375,1896.75,1631975
2024-11-28,1760.70849609375,1840.9000244140625,1900.5,1835.0,1885.0999755859375,3631255
2024-11-29,1767.547119140625,1848.050048828125,1872.300048828125,1833.949951171875,1842.0,2482280
2024-12-02,1789.9754638671875,1871.5,1878.550048828125,1835.449951171875,1848.050048828125,2014744
2024-12-03,1808.3870849609375,1890.75,1896.300048828125,1872.050048828125,1884.0,2954648
2024-12-04,1814.9864501953125,1897.6500244140625,1911.0,1877.5999755859375,1882.0,3730643
2024-12-05,1840.1885986328125,1924.0,1938.0999755859375,1884.0,1885.0,3881814
2024-12-06,1838.9451904296875,1922.699951171875,1939.3499755859375,1915.300048828125,1926.0,2250408
2024-12-09,1826.702880859375,1909.9000244140625,1926.050048828125,1901.0,1915.0,1379520
2024-12-10,1852.0006103515625,1936.3499755859375,1942.800048828125,1912.199951171875,1916.449951171875,2695207
2024-12-11,1846.7879638671875,1930.9000244140625,1934.800048828125,1916.0,1926.25,1387117
2024-12-12,1851.857177734375,1936.199951171875,1949.0,1921.5,1924.949951171875,2306173
2024-12-13,1883.037109375,1968.800048828125,1975.0,1912.3499755859375,1939.0,2569918
2024-12-16,1869.2642822265625,1954.4000244140625,1980.0,1950.25,1970.8499755859375,1371189
2024-12-17,1865.6300048828125,1950.5999755859375,1963.199951171875,1938.0,1945.300048828125,1987909
2024-12-18,1874.955078125,1960.3499755859375,1971.949951171875,1946.75,1949.0,3460812
2024-12-19,1849.9921875,1934.25,1946.199951171875,1910.0,1910.0,1916115
2024-12-20,1828.0897216796875,1911.3499755859375,1957.6500244140625,1896.4000244140625,1954.5999755859375,3786921
2024-12-23,1820.1033935546875,1903.0,1939.4000244140625,1899.1500244140625,1918.5,2058339
2024-12-24,1814.3170166015625,1896.949951171875,1923.6500244140625,1889.25,1908.5999755859375,1310301
2024-12-26,1817.951416015625,1900.75,1908.9000244140625,1886.300048828125,1905.5999755859375,1065107
2024-12-27,1809.582763671875,1892.0,1902.9000244140625,1882.699951171875,1900.0,1328546
2024-12-30,1844.9229736328125,1928.949951171875,1968.949951171875,1865.6500244140625,1888.0,6262203
2024-12-31,1833.876220703125,1917.4000244140625,1927.800048828125,1878.550048828125,1915.199951171875,1968650
